artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,mood_1
Phosphorescent,Wolves,0.288,0.0756,130.752,0.0311,0.943,0.00453,3,0.331,1,374640,-11.067,0.0993,1,Sentimental
Miriam Makeba,The Click Song,0.487,0.308,134.647,0.155,0.814,4.75E-05,4,0.598,9,153893,-6.692,0.703,1,Energetic
KONGOS,Escape,0.791,0.0725,107.983,0.0431,0.297,0.0833,4,0.616,2,273920,-7.648,0.192,1,Sad
Drop Nineteens,Kick The Tragedy,0.404,0.121,102.883,0.0293,2.44E-05,0.433,4,0.414,5,535600,-14.677,0.158,1,Yearning
Horse Feathers,Irene,0.225,0.324,184.035,0.0423,0.772,0.0717,4,0.247,2,274867,-7.499,0.264,1,Sentimental
Edward Elgar,"Symphony No. 1 in A Flat Major, Op. 55: 1. Andante. Nobilmente e semplice - Allegro",0.116,0.12,80.82,0.0385,0.96,0.868,5,0.0938,8,1197373,-19.97,0.0559,1,Serious
Tame Impala,"New Person, Same Old Mistakes",0.815,0.0518,151.838,0.0485,0.264,0.00316,4,0.473,8,363240,-6.694,0.505,1,Sensual
Mumford & Sons,Holland Road,0.717,0.113,79.408,0.0347,0.103,0.000248,4,0.474,2,253147,-6.09,0.416,1,Energetic
The Weeknd,Dark Times,0.424,0.125,132.878,0.0724,0.098,1.42E-05,3,0.585,7,260640,-9.595,0.214,1,Sophisticated
James Brown,The Boss,0.484,0.0576,97.923,0.0434,0.602,0.00824,4,0.746,1,190733,-9.614,0.596,1,Cool
George Crumb,Eine Kleine Mitternachtmusik: VII. Blues in the Night,0.00209,0.111,67.748,0.0419,0.993,0.923,3,0.287,6,207293,-43.135,0.0845,1,Serious
Doug Johns,Eye of the Bison,0.653,0.1,173.782,0.109,0.0171,0.872,4,0.712,1,281827,-9.549,0.889,1,Cool
Kip Moore,Hey Pretty Girl,0.4,0.259,83.112,0.0306,0.145,1.86E-05,1,0.291,2,215920,-10.615,0.0848,1,Energetic
Worriers,Most Space,0.921,0.613,104.022,0.0535,6.83E-05,0.442,4,0.417,9,119872,-4.012,0.423,1,Energetic
Maybeshewill,Red Paper Lanterns,0.762,0.0956,145.986,0.0346,0.000157,0.695,4,0.346,3,257468,-6.262,0.312,1,Yearning
Dungen,Stadsvandringar,0.849,0.342,119.954,0.0382,0.148,0.0116,4,0.437,9,197320,-4.43,0.739,1,Yearning
Wayne Wonder,Saddest Day,0.541,0.29,169.068,0.0766,0.00165,4.75E-06,4,0.767,1,223400,-4.877,0.493,1,Energetic
Holman Autry Band,Sweet Southern Wind,0.57,0.148,86.997,0.0293,0.455,1.10E-05,4,0.582,7,257747,-7.928,0.586,1,Gritty
Michael Jackson,Got To Be There,0.673,0.12,171.434,0.0844,0.255,5.28E-05,4,0.336,1,205760,-7.796,0.663,1,Yearning
Jon and Roy,Come Again,0.571,0.145,98.06,0.0276,0.749,0.000521,4,0.598,1,205898,-7.874,0.289,1,Energetic
Karl Jenkins,Cantata Memoria: Lacrimosa Lullaby,0.1,0.116,80.311,0.044,0.97,0.131,4,0.139,8,301773,-22.239,0.0586,1,Romantic
Nero Di Marte,L'eclisse,0.91,0.178,160.007,0.0885,9.94E-05,0.802,4,0.145,4,493075,-6.615,0.069,1,Aggressive
Tampa Red,Blue And Evil Blues - Remastered - 1997,0.165,0.132,81.463,0.0488,0.992,0.0374,4,0.593,10,186960,-13.663,0.468,1,Gritty
o k h o,Smokers Zone,0.64,0.369,80.984,0.354,0.251,0.893,4,0.681,11,74571,-12.563,0.694,1,Energetic
Richard Kiley,Bambi - Storyteller Version,0.197,0.167,73.21,0.536,0.899,0.000861,4,0.459,8,3225107,-18.483,0.436,1,Other
Storm Seeker,Destined Course,0.907,0.269,109.503,0.0901,0.00693,0.0512,3,0.53,7,216760,-6.117,0.534,1,Defiant
Hands Like Houses,I Am,0.984,0.301,140.043,0.205,0.000203,3.00E-05,4,0.47,8,259813,-3.112,0.269,1,Defiant
Brett Bixby,Memento,0.332,0.109,92.764,0.03,0.813,0.00712,4,0.644,5,177200,-13.913,0.58,1,Energetic
Claude Debussy,"La Mer, L.109: 2. Play Of The Waves (Jeux de vagues)",0.0855,0.0945,93.132,0.042,0.939,0.854,4,0.132,4,385750,-26.116,0.0379,1,Serious
Korn,Freak On a Leash,0.906,0.336,103.312,0.054,2.63E-05,0.0535,4,0.336,2,255467,-5.445,0.577,1,Aggressive
Half Moon Run,Throes,0.0587,0.107,126.218,0.0555,0.993,0.936,3,0.354,2,54333,-23.846,0.118,1,Peaceful
Chthe'ilist,Into the Vaults of Ingurgitating Obscurity,0.961,0.291,83.408,0.142,0.00304,0.74,1,0.109,8,457133,-8.853,0.0753,1,Aggressive
Erik Satie,Gnossiennes: n 5,0.031,0.126,69.781,0.0365,0.984,0.944,4,0.416,7,156000,-25.837,0.226,1,Sentimental
Nickel Creek,When You Come Back Down,0.28,0.105,168.047,0.0313,0.684,0.000292,4,0.452,6,229627,-14.094,0.378,1,Energetic
Kings of Leon,Sex on Fire,0.905,0.136,153.398,0.054,0.00172,0.0104,4,0.542,9,203347,-5.653,0.365,1,Energetic
Local Natives,Breakers,0.697,0.271,127.964,0.0474,0.325,0.0895,4,0.499,4,249293,-5.871,0.397,1,Yearning
Zac Brown Band,Knee Deep (feat. Jimmy Buffett),0.584,0.095,90.987,0.0296,0.432,1.41E-06,4,0.715,8,203173,-8.231,0.6,1,Easygoing
GoldLink,Unique - Louis Futon Remix,0.793,0.625,114.993,0.303,0.00391,2.72E-06,4,0.641,7,254678,-5.296,0.455,1,Defiant
Robert Plant,Hurting Kind (I've Got My Eyes On You),0.919,0.339,159.197,0.0761,0.000446,0.00201,4,0.528,9,251160,-7.005,0.503,1,Energetic
Rob Baird,Run of Good Luck,0.166,0.106,130.507,0.0347,0.701,2.95E-06,4,0.544,6,225400,-12.926,0.297,1,Energetic
Michael Jackson,Bad - 2012 Remaster,0.889,0.0665,114.091,0.0397,0.00462,0.423,4,0.787,8,247360,-3.786,0.391,1,Energetic
Boston Manor,Laika,0.902,0.396,90.012,0.0396,0.00397,1.01E-06,4,0.495,8,197187,-4.548,0.565,1,Energetic
Ludwig van Beethoven,"String Quartet No.10 In E Flat, Op.74 - ""Harp"": 2. Adagio ma non troppo",0.0732,0.102,136.436,0.0481,0.96,0.668,4,0.181,8,534000,-25.086,0.0535,1,Romantic
The Flower Pot Men,Let's Go To San Francisco,0.552,0.236,117.1,0.0318,0.0778,0.000363,4,0.409,10,211747,-6.953,0.386,1,Yearning
Mumrunner,Shawshank,0.815,0.139,142,0.0359,0.000717,0.256,4,0.443,7,260239,-4.804,0.242,1,Yearning
Samuel Barber,"Concerto for Violin and Orchestra, Op. 14: II. Andante",0.123,0.0914,107.005,0.0433,0.939,0.53,3,0.169,4,507293,-20.936,0.0374,1,Serious
Barfalk,Brooklyn Baby - Chill Out Version,0.16,0.0716,106.981,0.0308,0.944,0.685,4,0.643,1,356685,-19.226,0.0782,1,Sad
James Vincent McMorrow,Higher Love,0.114,0.111,127.545,0.0476,0.964,0.000498,1,0.373,5,214787,-17.951,0.171,1,Sad
Ferry Corsten,Neba,0.957,0.234,131.997,0.0371,2.99E-05,0.902,4,0.362,7,247852,-5.99,0.307,1,Excited
The New Mastersounds,Take What You Need,0.992,0.39,105.985,0.051,0.282,0.716,4,0.64,9,192280,-3.251,0.501,1,Energetic
Raymond Scott,Space Mystery,0.227,0.453,103.974,0.0719,0.913,0.388,1,0.318,6,311640,-18.578,0.0349,1,Other
Ludwig van Beethoven,"Sonata Opus 10, No. 7 in D Major, No. 3: III. Menuetto: Allegro",0.0242,0.0639,118.674,0.0403,0.992,0.895,4,0.408,2,163067,-32.865,0.31,1,Energetic
Today Kid,We Belong,0.133,0.111,109.946,0.0328,0.855,0.000436,4,0.648,2,230182,-18.798,0.393,1,Sad
MOTi,Legends,0.896,0.232,128.067,0.0683,0.00329,0.202,4,0.573,4,159609,-2.306,0.449,1,Aggressive
"Orchestra Del Teatro Alla Scala, Milano","Aida, Act 2: Gloria all'Egitto... Triumphal March",0.182,0.0858,79.76,0.0351,0.859,0.895,4,0.212,3,579373,-18.409,0.198,1,Stirring
Paul Brandt,My Heart Has A History,0.776,0.0758,126.694,0.032,0.336,2.57E-06,4,0.708,4,202333,-5.852,0.825,1,Gritty
Stealing Axion,Parallel Futures,0.968,0.119,119.978,0.072,2.19E-05,0.832,4,0.277,2,362013,-5.243,0.183,1,Defiant
Wiwek,Killa (feat. Elliphant),0.978,0.131,149.956,0.0659,0.0976,3.02E-05,4,0.656,8,201617,-2.333,0.664,1,Defiant
Music For Alarm Apps,Morning Story,0.116,0.0896,130.063,0.0334,0.895,0.925,4,0.454,2,326853,-22.71,0.0398,1,Romantic
Caspian,Sad Heart Of Mine,0.451,0.1,120.004,0.0348,0.0161,0.883,3,0.389,5,267333,-10.178,0.106,1,Yearning
Austin Plaine,Never Come Back Again,0.694,0.119,105.002,0.0265,0.192,1.96E-06,4,0.593,8,196240,-8.858,0.159,1,Gritty
Marino Marini,Basta un poco di musica,0.357,0.163,138.573,0.0338,0.993,0.685,4,0.498,2,148333,-12.016,0.718,1,Sentimental
A Great Big World,Rockstar,0.756,0.0932,137.986,0.0288,0.0813,2.04E-06,4,0.658,8,236480,-7.766,0.607,1,Sentimental
Cam'Ron,Horse & Carriage,0.447,0.161,99.737,0.253,0.0179,0.000283,4,0.905,1,241533,-10.159,0.715,1,Cool
John Prine,Who's Gonna Take the Garbage Out (feat. Iris Dement),0.558,0.293,175.545,0.0422,0.424,3.07E-06,3,0.668,9,161253,-9.378,0.908,1,Energetic
Ben Wolfe,Angela,0.228,0.1,96.51,0.0304,0.967,0.923,4,0.378,11,392467,-18.105,0.146,1,Sentimental
Potty Mouth,Smash Hit,0.902,0.0653,128.963,0.104,0.00168,9.96E-06,4,0.477,2,200631,-4.135,0.294,1,Defiant
Minutemen,Viet Nam,0.877,0.114,160.513,0.281,0.0128,0.000918,4,0.716,2,89667,-9.299,0.951,1,Cool
Anton Bruckner,Symphony No. 5 in B-Flat Major: I. Adagio - Allegro,0.0457,0.0854,70.294,0.038,0.959,0.574,4,0.122,1,1221000,-18.855,0.048,1,Serious
The Virgins,Teen Lovers,0.928,0.321,122.059,0.071,0.02,5.49E-06,4,0.714,1,133067,-2.808,0.765,1,Sad
Florence + The Machine,Dog Days Are Over,0.812,0.119,150.11,0.0911,0.059,0.000526,4,0.504,7,251840,-5.316,0.331,1,Energetic
Wolfgang Amadeus Mozart,"Piano Sonata No.9 In D, K.311: 2. Andantino con espressione",0.0221,0.0721,72.56,0.0474,0.995,0.919,4,0.382,7,344920,-27.086,0.348,1,Peaceful
R.E.M.,Drive,0.42,0.135,142.071,0.0287,0.21,0.000341,4,0.469,7,264707,-11.287,0.247,1,Sad
Avril Lavigne,Complicated,0.776,0.3,77.987,0.0459,0.0572,7.74E-06,4,0.585,5,244507,-5.898,0.43,1,Excited
Everclear,Father Of Mine,0.94,0.0779,97.096,0.0411,0.000431,4.96E-05,4,0.568,1,231400,-5.401,0.721,1,Defiant
Howard Shore,"The Breaking Of The Fellowship - feat. ""In Dreams""",0.137,0.087,78.577,0.0387,0.934,0.485,4,0.131,2,440800,-20.553,0.0485,1,Peaceful
Vance Joy,Georgia,0.66,0.0943,143.554,0.0308,0.312,0.000307,4,0.388,11,230507,-7.372,0.386,1,Energetic
Helion Prime,The Drake Equation,0.957,0.378,87.471,0.139,0.000151,2.21E-05,4,0.461,1,284667,-4.844,0.508,1,Defiant
King Tuff,Bad Thing,0.934,0.388,148.617,0.0437,4.30E-05,0.502,4,0.311,2,139080,-5.272,0.318,1,Defiant
The Murder of My Sweet,Euthanasia,0.965,0.636,125.02,0.123,0.00136,0.458,4,0.468,5,294293,-2.898,0.23,1,Energetic
The Monkees,Me & Magdalena,0.43,0.0945,114.992,0.0295,0.377,1.03E-05,4,0.738,7,213707,-9.749,0.387,1,Energetic
Charlie Parker,Parker's Mood,0.113,0.11,62.8,0.0435,0.968,0.00353,4,0.632,10,203667,-10.091,0.473,1,Energetic
Hate,Valley Of Darkness,0.973,0.0623,139.965,0.113,5.82E-06,0.669,4,0.23,5,371893,-3.13,0.116,1,Aggressive
Kirk Whalum,I Wish I Wasn't,0.349,0.147,118.429,0.0477,0.785,0.208,4,0.527,1,288731,-9.523,0.341,1,Energetic
Elton John,Your Song,0.308,0.104,128.004,0.0311,0.801,1.94E-06,4,0.552,3,240773,-11.058,0.298,1,Sentimental
A Great Big World,Say Something,0.146,0.0945,137.905,0.0343,0.867,3.49E-06,3,0.453,2,229400,-8.976,0.0776,1,Sad
STRFKR,Girls Just Want to Have Fun,0.701,0.32,120.005,0.0414,0.035,0.00228,4,0.757,6,187853,-6.054,0.731,1,Energetic
Rumer,Take Me As I Am,0.339,0.118,122.919,0.0289,0.419,3.07E-05,3,0.459,9,225667,-10.724,0.216,1,Energetic
Herder,Evasion of Truth,0.962,0.293,150.252,0.0899,0.000983,0.00895,4,0.449,1,210493,-5.537,0.202,1,Defiant
Cold Specks,Holland,0.216,0.0635,79.31,0.0456,0.68,1.55E-06,4,0.299,8,229800,-13.533,0.155,1,Sentimental
The International Sweethearts Of Rhythm,Swing Shift,0.746,0.706,120.282,0.315,0.727,0.897,4,0.601,4,89027,-9.547,0.479,1,Energetic
Tiamat,Whatever That Hurts,0.713,0.126,127.532,0.0287,0.0485,0.498,4,0.565,7,348200,-8.213,0.217,1,Sad
Caf del Mar,Gymnopedie,0.287,0.102,88.391,0.0304,0.962,0.892,3,0.375,7,274653,-12.604,0.211,1,Romantic
Wolfgang Rihm,"Klavierstcke No. 6, ""Bagatellen""",0.0022,0.0551,106.106,0.0714,0.828,0.904,5,0.406,1,1087160,-22.737,0.0471,1,Stirring
Joshua Radin,With Me,0.374,0.0807,125.014,0.0323,0.554,0.228,4,0.782,5,192996,-8.546,0.605,1,Yearning
Delain,Hands of Gold,0.965,0.154,112.444,0.0639,8.22E-06,0.00396,3,0.479,2,309501,-5.106,0.194,1,Aggressive
Alfred Schnittke,"Concerto Grosso No. 3 for 2 Violins, Harpsichord and Strings: Risoluto",0.326,0.0621,105.309,0.065,0.91,0.653,3,0.437,7,198013,-14.59,0.185,1,Serious
Roo Panes,The Original,0.252,0.106,76.175,0.0313,0.807,4.24E-05,4,0.581,2,176080,-11.649,0.44,1,Gritty
Burning Spear,African Teacher,0.52,0.148,78.392,0.0443,0.339,0.0966,4,0.802,4,238200,-9.496,0.963,1,Gritty
Steve Dawson,Lighthouse Avenue,0.204,0.179,133.099,0.0413,0.948,0.888,3,0.398,2,153680,-13.246,0.196,1,Peaceful
Palmas,Flowers,0.531,0.109,119.94,0.0299,0.347,0.379,4,0.495,10,198475,-9.502,0.352,1,Energetic
Gyrgy Ligeti,Musica ricercata: Nr. 7,0.00954,0.0764,126.358,0.0357,0.985,0.66,4,0.271,10,244133,-35.478,0.619,1,Peaceful
Seether,Gasoline,0.94,0.0827,173.543,0.0798,3.52E-05,0.0311,4,0.48,1,168560,-2.703,0.744,1,Aggressive
Pig & Dan,Sandstorm,0.702,0.111,125,0.0911,0.000263,0.936,4,0.774,7,467124,-11.23,0.0397,1,Energetic
John Mayer,Your Body Is a Wonderland,0.729,0.134,94.01,0.0236,0.0206,0.0489,4,0.647,5,249627,-6.251,0.683,1,Yearning
Sheppard,Geronimo,0.779,0.115,142.012,0.0787,0.421,0.00176,4,0.708,7,218228,-6.28,0.452,1,Yearning
Francesco Rossi,Godspeed You - Charming Horses Edit,0.809,0.13,121.966,0.0303,0.117,4.88E-05,4,0.761,2,198689,-6.191,0.307,1,Yearning
Fall Out Boy,7 Minutes In Heaven (Atavan Halen),0.978,0.113,186.287,0.0782,0.000812,1.08E-06,4,0.471,11,182707,-3.292,0.701,1,Energetic
Little May,Hide,0.633,0.111,134.037,0.0398,0.269,0.0272,4,0.567,8,211275,-10.119,0.166,1,Sophisticated
Black Flag,Six Pack,0.784,0.58,115.402,0.19,0.157,2.08E-05,4,0.33,2,140493,-15.285,0.197,1,Aggressive
Biffy Clyro,Re-arrange,0.746,0.103,134.048,0.0352,0.0601,1.51E-05,4,0.634,4,217933,-8.574,0.509,1,Yearning
Phil Cook,Anybody Else,0.449,0.126,131.872,0.0634,0.84,0.0469,4,0.724,2,209440,-12.163,0.456,1,Easygoing
Danny & The Juniors,At The Hop - Single Version,0.919,0.272,191.239,0.0725,0.705,8.00E-06,4,0.453,8,150733,-3.202,0.912,1,Energetic
Dimension,Origami (Ferry Tayle Emotional Radio Edit),0.814,0.387,136.064,0.0425,0.000462,0.823,4,0.454,6,269963,-11.242,0.0783,1,Excited
Toru Takemitsu,Rain Tree Sketch,0.0112,0.0839,97.06,0.0699,0.989,0.918,3,0.507,9,366667,-26.899,0.0471,1,Serious
The Go-Go's,We Got The Beat - 2011 - Remaster,0.996,0.0351,152.049,0.0599,0.195,0.0345,4,0.595,2,151107,-3.418,0.392,1,Excited
Macy Gray,I Try,0.637,0.0783,152.885,0.0321,0.304,0.000195,4,0.559,2,238067,-7.495,0.79,1,Yearning
Great Lake Swimmers,Swimming Away,0.594,0.0906,126.077,0.0298,0.305,0.00547,4,0.594,9,188480,-8.968,0.372,1,Yearning
Gnarls Barkley,Crazy,0.741,0.0826,111.963,0.0339,0.0172,0.0577,4,0.835,8,182066,-1.609,0.592,1,Energetic
Beach Slang,Punks In A Disco Bar,0.706,0.0578,144.768,0.0388,9.12E-05,0.107,4,0.379,4,160973,-2.533,0.584,1,Energetic
Chris Stussy,"Alright, Let's Go!",0.877,0.0771,121.994,0.0526,0.0012,0.921,4,0.811,2,393454,-7.464,0.482,1,Energetic
Despite,As You Bleed,0.978,0.24,110.061,0.184,0.000209,0.000102,4,0.408,5,253364,-4.512,0.0353,1,Aggressive
Brian Eno,Signals - 2005 Digital Remaster,0.0119,0.12,70.521,0.0457,0.969,0.944,1,0.0672,6,166560,-41.808,0.0682,1,Sad
OneRepublic,Let's Hurt Tonight,0.706,0.256,65.163,0.033,0.36,1.62E-06,4,0.459,5,194520,-4.467,0.307,1,Sophisticated
Rick James,Give It To Me Baby,0.734,0.142,119.505,0.048,0.124,3.08E-05,4,0.713,11,248093,-8.596,0.964,1,Energetic
Andrea Oliva,Scream - Radio Edit,0.878,0.103,123.007,0.0441,0.0237,0.898,4,0.708,9,210732,-11.019,0.568,1,Energetic
Steve Aoki,I Love It When You Cry (Moxoki) - Boehm Remix,0.675,0.249,119.993,0.0394,0.021,0.00301,4,0.701,2,322500,-5.956,0.44,1,Excited
Jimi Hendrix,Voodoo Child (Slight Return),0.905,0.0561,87.57,0.309,0.502,0.0137,4,0.356,8,312427,-6.652,0.418,1,Defiant
Rebelution,Fade Away,0.54,0.114,109.926,0.0253,0.181,0.015,4,0.685,9,209253,-9.701,0.238,1,Sad
Alberta Cross,You'll Be Fine,0.0907,0.0864,167.666,0.0424,0.982,0.0199,4,0.312,9,87267,-20.058,0.275,1,Sentimental
Forbidden,Chalice of Blood,0.997,0.1,140.574,0.219,0.000117,0.000481,4,0.27,7,272853,-4.404,0.0397,1,Aggressive
Marit Larsen,No,0.512,0.136,99.989,0.029,0.881,3.13E-05,4,0.664,5,203631,-7.119,0.42,1,Energetic
Giacomo Puccini,"Tosca / Act 2: ""Vissi d'arte, vissi d'amore""",0.147,0.425,75.109,0.0454,0.988,0.0148,3,0.246,8,285733,-20.715,0.0392,1,Tender
Soul Jazz Express,Couple A Brownies,0.544,0.189,96.773,0.0451,0.0989,0.433,4,0.782,10,317000,-7.151,0.617,1,Cool
Serpentine Dominion,The Vengeance in Me,0.991,0.43,112.131,0.172,9.64E-05,0.0793,4,0.239,2,150821,-3.302,0.098,1,Aggressive
The Tapes,At All,0.564,0.0846,103.068,0.134,0.702,2.62E-05,4,0.62,5,184000,-6.674,0.213,1,Sensual
Autopsy,Waiting for the Screams,0.937,0.346,138.209,0.0769,4.37E-05,0.113,4,0.164,7,327893,-4.743,0.312,1,Aggressive
Queen,Somebody To Love - Remastered 2011,0.702,0.252,110.234,0.0556,0.173,1.60E-06,3,0.479,8,296493,-6.889,0.353,1,Energetic
Krrum,Evil Twin,0.459,0.0376,88.027,0.0937,0.0668,0.00176,4,0.709,2,218716,-8.145,0.264,1,Sensual
Ronnie Spiteri,Sugar Rush - Original Mix,0.915,0.0645,125.043,0.0668,7.98E-05,0.872,4,0.776,1,401816,-4.926,0.488,1,Excited
Jocelyn Brown,Somebody Else's Guy - Original,0.728,0.099,103.013,0.0574,0.00353,0.00109,4,0.745,6,386027,-9.843,0.613,1,Energetic
Arno Cost,Again - Andy Bianchini Remix,0.88,0.932,126.021,0.0546,0.0851,0.00453,4,0.591,9,192381,-3.816,0.186,1,Excited
Yuna,Used To Love You,0.45,0.118,138.071,0.0841,0.244,0.00234,4,0.592,8,209747,-7.657,0.304,1,Sensual
Solander,Porch Sitting Song,0.319,0.346,127.324,0.0353,0.805,0.0753,4,0.561,7,131560,-16.491,0.319,1,Peaceful
Ryan Adams,Amy,0.0821,0.123,123.745,0.0363,0.836,9.17E-05,4,0.506,6,226333,-19.236,0.194,1,Sentimental
Ride,Leave Them All Behind,0.846,0.521,184.617,0.0728,8.29E-05,0.482,4,0.282,4,497467,-4.641,0.182,1,Yearning
Carl Nielsen,"Symphony No. 4 - ""The Inextinguishable"": I. Allegro",0.0922,0.0793,79.389,0.0348,0.887,0.541,4,0.134,2,596227,-21.503,0.0551,1,Serious
Enrique Iglesias,Hero,0.638,0.107,151.933,0.0418,0.147,2.31E-05,4,0.555,7,264240,-5.555,0.147,1,Energetic
Cracker,Low,0.676,0.145,86.832,0.0253,0.0104,0.00456,4,0.437,7,274573,-5.607,0.455,1,Sad
Andrea Oliva,Decomposing,0.82,0.109,123.009,0.115,0.00278,0.884,4,0.821,1,459224,-9.513,0.0987,1,Energetic
Blake Shelton,Honey Bee,0.849,0.121,205.57,0.0385,0.00167,1.49E-06,4,0.481,4,210720,-5.131,0.722,1,Yearning
Pickwick,Hacienda Motel,0.754,0.0726,93.459,0.0244,0.0994,0.000836,4,0.575,11,229510,-5.998,0.671,1,Energetic
Stone Sour,Bother,0.281,0.158,89.914,0.0287,0.388,2.29E-05,4,0.272,1,240400,-7.634,0.141,1,Yearning
James Bay,Scars,0.45,0.115,99.888,0.0498,0.0816,0.000456,4,0.445,5,273000,-8.783,0.2,1,Yearning
Johannes Brahms,"Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo - Live",0.0706,0.165,106.659,0.0368,0.953,0.925,4,0.183,2,1324693,-20.391,0.0396,1,Romantic
FIDLAR,40oz. On Repeat,0.955,0.457,120.008,0.0953,0.000464,0.000524,4,0.56,2,233027,-2.38,0.38,1,Defiant
Pierce Fulton,Echo Lake,0.783,0.21,95.037,0.0478,0.0333,0.24,4,0.688,7,182047,-7.079,0.683,1,Excited
Nathaniel Rateliff,Don't Get Too Close,0.497,0.0965,155.432,0.0756,0.753,0.000315,4,0.628,4,250210,-11.321,0.398,1,Energetic
Maria Callas,Ebben Ne Andr Lontrana,0.22,0.404,81.674,0.0407,0.972,0.0182,4,0.19,4,285953,-8.578,0.0378,1,Romantic
Italian Restaurant Music of Italy,Mattinata,0.459,0.242,116.382,0.0369,0.745,0.353,4,0.433,5,81933,-9.958,0.479,1,Easygoing
The Guild,(Do You Wanna Date My) Avatar (feat. Felicia Day),0.47,0.274,134.021,0.0703,0.0402,2.40E-06,4,0.883,3,219851,-11.288,0.585,1,Sensual
King Charles,Loose Change for the Boatman,0.672,0.102,170.152,0.0373,0.0589,0.00026,4,0.267,4,242253,-4.65,0.149,1,Yearning
Iron Savior,Starlight,0.968,0.0937,164.948,0.138,0.000251,0.000431,4,0.327,5,290973,-3.772,0.247,1,Aggressive
Wasted Penguinz,Wait For You - Radio Version,0.563,0.419,150.014,0.028,0.0801,4.63E-06,4,0.466,4,248053,-3.324,0.104,1,Peaceful
Cassie,Sometimes,0.542,0.119,99.966,0.132,0.0432,1.70E-06,4,0.439,10,253057,-6.873,0.513,1,Cool
Pegboard Nerds,Heartbit (feat. Tia),0.974,0.358,128.104,0.0563,0.00171,0.101,4,0.617,2,167813,-4.085,0.133,1,Aggressive
Sly & The Family Stone,Dance to the Music,0.529,0.911,128.057,0.1,0.0168,0.000573,4,0.703,7,179427,-11.112,0.774,1,Cool
Franz Joseph Haydn,"Piano Trio in E flat, H.XV No.10: 2. Presto",0.229,0.246,85.715,0.039,0.979,0.914,4,0.39,3,240000,-22.073,0.613,1,Stirring
Active Bird Community,After Party,0.94,0.285,177.031,0.0574,2.75E-05,0.000669,4,0.25,4,152712,-6.258,0.397,1,Excited
Marcia Griffiths,Dreamland,0.531,0.0423,133.447,0.0501,0.237,0.292,4,0.836,5,203160,-9.655,0.892,1,Cool
HAIM,The Wire,0.636,0.0777,113.683,0.171,0.0131,4.08E-06,4,0.535,2,245800,-5.544,0.521,1,Energetic
Love X Stereo,Dead Beat Generation,0.544,0.108,130.006,0.0303,0.000303,0.871,5,0.544,8,242760,-10.099,0.0373,1,Energetic
Emeli Sand,Clown,0.233,0.109,129.618,0.0356,0.919,0.00139,4,0.453,7,221133,-8.154,0.238,1,Sensual
Red House Painters,Katy Song,0.314,0.0754,76.768,0.0249,0.31,0.0612,4,0.545,1,502867,-14.596,0.336,1,Sad
Walther von der Vogelweide,Under der linden an der heide,0.0197,0.311,67.287,0.0454,0.988,4.82E-06,4,0.23,7,284773,-20.647,0.0655,1,Other
Afterlife,Sunrise - (Dj Thunda & K20 Alistar Mix),0.325,0.379,116.948,0.0317,0.761,0.345,4,0.747,7,383973,-11.283,0.243,1,Energetic
Mick O'Brien & Caoimhn  Raghallaigh,"An Buailteoir Aerach, The Enchanted Lady, The Holy Land",0.69,0.279,102.711,0.0302,0.911,0.818,4,0.428,3,221840,-4.722,0.549,1,Energetic
Diana Ross,I'm Coming Out,0.832,0.0806,110.116,0.0479,0.179,0.352,4,0.729,5,323347,-9.168,0.762,1,Energetic
The Sura Quintet,Walking On The Sand,0.5,0.107,140.049,0.045,0.214,0.844,4,0.49,6,336000,-11.442,0.0498,1,Other
Blood Orange,E.V.P.,0.692,0.132,104.983,0.0568,0.00262,0.0128,4,0.71,10,343570,-7.68,0.28,1,Cool
The Velvet Underground,Pale Blue Eyes,0.124,0.103,82.902,0.034,0.91,0.000295,4,0.644,5,341467,-17.784,0.332,1,Sentimental
Emile Haynie,Wait For Life,0.478,0.125,167.301,0.0396,0.954,0.00585,3,0.178,5,292280,-5.927,0.0905,1,Energetic
J Roddy Walston And The Business,Sweat Shock,0.948,0.062,113.181,0.214,0.0658,7.40E-05,4,0.495,7,199987,-3.546,0.152,1,Energetic
Bertrand Chamayou,Premire anne : Suisse S.160: II.Au lac de Wallenstadt,0.00758,0.159,70.707,0.0351,0.994,0.928,1,0.292,8,161280,-35.352,0.0399,1,Tender
Haywyre,Moment,0.667,0.292,179.922,0.126,0.33,0.185,4,0.655,7,192000,-6.576,0.648,1,Energetic
Sarah Borges,Caught by the Rain,0.915,0.083,166.163,0.0708,0.00858,6.59E-06,4,0.481,2,222760,-3.876,0.409,1,Yearning
Ferry Corsten,Fire - Radio Edit,0.851,0.0879,132.019,0.025,1.77E-05,0.592,4,0.536,10,221347,-8.435,0.774,1,Excited
The Black Lillies,Hard to Please,0.596,0.0847,120.022,0.0379,0.0153,0.000203,4,0.65,2,251729,-5.284,0.606,1,Energetic
Blake Shelton,Sangria,0.724,0.153,115.984,0.0265,0.017,1.39E-06,4,0.646,9,233480,-6.96,0.541,1,Yearning
Steve Tyrell,I've Got A Crush On You,0.375,0.103,79.09,0.0319,0.535,0.000107,4,0.568,7,152000,-9.167,0.222,1,Sophisticated
